Customer ID,Customer Name,FirstOrder,LastOrder,OrderCount,TotalSales,AvgOrderValue,FirstOrderMonth,LastOrderMonth,DaysSinceLastOrder,RepeatCustomer,FirstOrderYearMonth,SortMonth
BM-11140,Becky Martin,"Tuesday, 8 September 2015","Monday, 26 February 2018",16,11789.63,736.851875,Sep 2015,Feb 2018,2846,Repeat Buyer,01/09/2015 12:00:00 AM,201509
CS-12130,Chad Sievert,"Wednesday, 5 August 2015","Monday, 28 August 2017",7,884.64,126.3771429,Aug 2015,Aug 2017,3028,Repeat Buyer,01/08/2015 12:00:00 AM,201508
JB-15400,Jennifer Braxton,"Monday, 14 September 2015","Sunday, 23 December 2018",16,1791.605,111.9753125,Sep 2015,Dec 2018,2546,Repeat Buyer,01/09/2015 12:00:00 AM,201509
SJ-20500,Shirley Jackson,"Monday, 31 August 2015","Saturday, 21 April 2018",7,1318.776,188.3965714,Aug 2015,Apr 2018,2792,Repeat Buyer,01/08/2015 12:00:00 AM,201508
JK-15640,Jim Kriz,"Saturday, 19 September 2015","Tuesday, 3 July 2018",12,4760.434,396.7028333,Sep 2015,Jul 2018,2719,Repeat Buyer,01/09/2015 12:00:00 AM,201509
DK-13150,David Kendrick,"Saturday, 5 December 2015","Thursday, 20 December 2018",5,797.832,159.5664,Dec 2015,Dec 2018,2549,Repeat Buyer,01/12/2015 12:00:00 AM,201512
RM-19675,Robert Marley,"Saturday, 14 November 2015","Monday, 24 December 2018",11,5979.096,543.5541818,Nov 2015,Dec 2018,2545,Repeat Buyer,01/11/2015 12:00:00 AM,201511
SK-19990,Sally Knutson,"Tuesday, 28 November 2017","Saturday, 22 December 2018",5,883.409,176.6818,Nov 2017,Dec 2018,2547,Repeat Buyer,01/11/2017 12:00:00 AM,201711
FM-14290,Frank Merwin,"Wednesday, 26 August 2015","Saturday, 24 November 2018",20,3736.198,186.8099,Aug 2015,Nov 2018,2575,Repeat Buyer,01/08/2015 12:00:00 AM,201508
AM-10360,Alice McCarthy,"Tuesday, 6 October 2015","Sunday, 2 December 2018",12,814.012,67.83433333,Oct 2015,Dec 2018,2567,Repeat Buyer,01/10/2015 12:00:00 AM,201510
MP-17470,Mark Packer,"Monday, 30 March 2015","Wednesday, 11 January 2017",12,2945.822,245.4851667,Mar 2015,Jan 2017,3257,Repeat Buyer,01/03/2015 12:00:00 AM,201503
CB-12025,Cassandra Brandow,"Saturday, 21 March 2015","Tuesday, 13 November 2018",22,5730.669,260.4849545,Mar 2015,Nov 2018,2586,Repeat Buyer,01/03/2015 12:00:00 AM,201503
VM-21685,Valerie Mitchum,"Tuesday, 7 April 2015","Tuesday, 6 November 2018",12,2454.866,204.5721667,Apr 2015,Nov 2018,2593,Repeat Buyer,01/04/2015 12:00:00 AM,201504
FH-14365,Fred Hopkins,"Tuesday, 20 October 2015","Tuesday, 25 December 2018",13,6987.196,537.4766154,Oct 2015,Dec 2018,2544,Repeat Buyer,01/10/2015 12:00:00 AM,201510
MB-17305,Maria Bertelson,"Saturday, 8 August 2015","Monday, 12 November 2018",19,1548.702,81.51063158,Aug 2015,Nov 2018,2587,Repeat Buyer,01/08/2015 12:00:00 AM,201508
BS-11755,Bruce Stewart,"Monday, 18 May 2015","Saturday, 29 December 2018",14,2562.382,183.0272857,May 2015,Dec 2018,2540,Repeat Buyer,01/05/2015 12:00:00 AM,201505
LC-17140,Logan Currie,"Wednesday, 9 September 2015","Monday, 17 December 2018",19,2633.582,138.6095789,Sep 2015,Dec 2018,2552,Repeat Buyer,01/09/2015 12:00:00 AM,201509
HK-14890,Heather Kirkland,"Wednesday, 10 June 2015","Wednesday, 1 August 2018",15,4877.784,325.1856,Jun 2015,Aug 2018,2690,Repeat Buyer,01/06/2015 12:00:00 AM,201506
LE-16810,Laurel Elliston,"Wednesday, 27 May 2015","Sunday, 9 December 2018",9,1469.45,163.2722222,May 2015,Dec 2018,2560,Repeat Buyer,01/05/2015 12:00:00 AM,201505
JH-15985,Joseph Holt,"Sunday, 9 August 2015","Saturday, 1 December 2018",14,7954.998,568.2141429,Aug 2015,Dec 2018,2568,Repeat Buyer,01/08/2015 12:00:00 AM,201508
MS-17980,Michael Stewart,"Tuesday, 30 June 2015","Tuesday, 4 December 2018",11,855.116,77.73781818,Jun 2015,Dec 2018,2565,Repeat Buyer,01/06/2015 12:00:00 AM,201506
VW-21775,Victoria Wilson,"Monday, 11 May 2015","Sunday, 2 December 2018",18,6134.038,340.7798889,May 2015,Dec 2018,2567,Repeat Buyer,01/05/2015 12:00:00 AM,201505
JH-15910,Jonathan Howell,"Sunday, 12 June 2016","Monday, 19 November 2018",9,959.477,106.6085556,Jun 2016,Nov 2018,2580,Repeat Buyer,01/06/2016 12:00:00 AM,201606
JB-15925,Joni Blumstein,"Saturday, 5 December 2015","Saturday, 24 December 2016",8,900.552,112.569,Dec 2015,Dec 2016,3275,Repeat Buyer,01/12/2015 12:00:00 AM,201512
DS-13180,David Smith,"Tuesday, 28 April 2015","Friday, 7 December 2018",20,2881.8128,144.09064,Apr 2015,Dec 2018,2562,Repeat Buyer,01/04/2015 12:00:00 AM,201504
VD-21670,Valerie Dominguez,"Tuesday, 4 August 2015","Sunday, 28 May 2017",16,6442.254,402.640875,Aug 2015,May 2017,3120,Repeat Buyer,01/08/2015 12:00:00 AM,201508
EA-14035,Erin Ashbrook,"Sunday, 13 September 2015","Tuesday, 31 July 2018",22,2752.441,125.1109545,Sep 2015,Jul 2018,2691,Repeat Buyer,01/09/2015 12:00:00 AM,201509
DB-13120,David Bremer,"Sunday, 1 May 2016","Monday, 12 November 2018",14,2973.094,212.3638571,May 2016,Nov 2018,2587,Repeat Buyer,01/05/2016 12:00:00 AM,201605
KL-16645,Ken Lonsdale,"Saturday, 25 July 2015","Tuesday, 13 November 2018",29,14175.229,488.801,Jul 2015,Nov 2018,2586,Repeat Buyer,01/07/2015 12:00:00 AM,201507
DW-13480,Dianna Wilson,"Monday, 1 June 2015","Sunday, 27 May 2018",11,5271.628,479.2389091,Jun 2015,May 2018,2756,Repeat Buyer,01/06/2015 12:00:00 AM,201506
LH-17155,Logan Haushalter,"Saturday, 12 December 2015","Sunday, 10 December 2017",19,1739.689,91.56257895,Dec 2015,Dec 2017,2924,Repeat Buyer,01/12/2015 12:00:00 AM,201512
KC-16540,Kelly Collister,"Wednesday, 2 November 2016","Monday, 24 September 2018",5,3908.262,781.6524,Nov 2016,Sep 2018,2636,Repeat Buyer,01/11/2016 12:00:00 AM,201611
DL-13315,Delfina Latchford,"Friday, 16 January 2015","Saturday, 8 December 2018",17,1458.258,85.77988235,Jan 2015,Dec 2018,2561,Repeat Buyer,01/01/2015 12:00:00 AM,201501
DR-12880,Dan Reichenbach,"Sunday, 25 September 2016","Thursday, 27 December 2018",24,6528.034,272.0014167,Sep 2016,Dec 2018,2542,Repeat Buyer,01/09/2016 12:00:00 AM,201609
CC-12670,Craig Carreira,"Wednesday, 23 December 2015","Saturday, 1 December 2018",14,2269.7015,162.1215357,Dec 2015,Dec 2018,2568,Repeat Buyer,01/12/2015 12:00:00 AM,201512
Dl-13600,Dorris liebe,"Monday, 30 March 2015","Sunday, 2 September 2018",6,755.602,125.9336667,Mar 2015,Sep 2018,2658,Repeat Buyer,01/03/2015 12:00:00 AM,201503
SB-20290,Sean Braxton,"Saturday, 9 May 2015","Tuesday, 13 November 2018",17,8057.891,473.9935882,May 2015,Nov 2018,2586,Repeat Buyer,01/05/2015 12:00:00 AM,201505
AH-10210,Alan Hwang,"Sunday, 29 November 2015","Monday, 24 December 2018",13,4805.344,369.6418462,Nov 2015,Dec 2018,2545,Repeat Buyer,01/11/2015 12:00:00 AM,201511
CB-12535,Claudia Bergmann,"Saturday, 2 January 2016","Saturday, 16 June 2018",19,4246.4555,223.4976579,Jan 2016,Jun 2018,2736,Repeat Buyer,01/01/2016 12:00:00 AM,201601
CA-12310,Christine Abelman,"Sunday, 19 July 2015","Monday, 17 December 2018",11,1421.954,129.2685455,Jul 2015,Dec 2018,2552,Repeat Buyer,01/07/2015 12:00:00 AM,201507
KH-16690,Kristen Hastings,"Saturday, 21 March 2015","Friday, 28 December 2018",15,5990.799,399.3866,Mar 2015,Dec 2018,2541,Repeat Buyer,01/03/2015 12:00:00 AM,201503
BB-10990,Barry Blumstein,"Monday, 27 July 2015","Sunday, 16 September 2018",8,744.34,93.0425,Jul 2015,Sep 2018,2644,Repeat Buyer,01/07/2015 12:00:00 AM,201507
AG-10495,Andrew Gjertsen,"Monday, 4 January 2016","Saturday, 13 October 2018",14,1419.247,101.3747857,Jan 2016,Oct 2018,2617,Repeat Buyer,01/01/2016 12:00:00 AM,201601
JO-15280,Jas O'Carroll,"Tuesday, 31 March 2015","Saturday, 29 September 2018",11,1934.272,175.8429091,Mar 2015,Sep 2018,2631,Repeat Buyer,01/03/2015 12:00:00 AM,201503
AH-10195,Alan Haines,"Saturday, 5 March 2016","Monday, 5 November 2018",8,1587.452,198.4315,Mar 2016,Nov 2018,2594,Repeat Buyer,01/03/2016 12:00:00 AM,201603
NZ-18565,Nick Zandusky,"Sunday, 2 August 2015","Saturday, 6 October 2018",20,2488.31,124.4155,Aug 2015,Oct 2018,2624,Repeat Buyer,01/08/2015 12:00:00 AM,201508
KL-16555,Kelly Lampkin,"Monday, 15 June 2015","Friday, 14 December 2018",22,5016.488,228.0221818,Jun 2015,Dec 2018,2555,Repeat Buyer,01/06/2015 12:00:00 AM,201506
AS-10225,Alan Schoenberger,"Sunday, 18 October 2015","Saturday, 8 December 2018",13,4260.784,327.7526154,Oct 2015,Dec 2018,2561,Repeat Buyer,01/10/2015 12:00:00 AM,201510
CR-12625,Corey Roper,"Monday, 1 June 2015","Saturday, 16 September 2017",4,475.9,118.975,Jun 2015,Sep 2017,3009,Repeat Buyer,01/06/2015 12:00:00 AM,201506
SH-20395,Shahid Hopkins,"Monday, 2 November 2015","Friday, 7 December 2018",15,2180.718,145.3812,Nov 2015,Dec 2018,2562,Repeat Buyer,01/11/2015 12:00:00 AM,201511
BP-11185,Ben Peterman,"Thursday, 24 March 2016","Saturday, 29 December 2018",18,3675.861,204.2145,Mar 2016,Dec 2018,2540,Repeat Buyer,01/03/2016 12:00:00 AM,201603
TS-21205,Thomas Seio,"Saturday, 21 March 2015","Friday, 15 June 2018",19,5371.09,282.6889474,Mar 2015,Jun 2018,2737,Repeat Buyer,01/03/2015 12:00:00 AM,201503
AG-10525,Andy Gerbode,"Sunday, 9 August 2015","Wednesday, 7 September 2016",9,1455.038,161.6708889,Aug 2015,Sep 2016,3383,Repeat Buyer,01/08/2015 12:00:00 AM,201508
SP-20860,Sung Pak,"Tuesday, 15 December 2015","Friday, 12 October 2018",24,4282.94,178.4558333,Dec 2015,Oct 2018,2618,Repeat Buyer,01/12/2015 12:00:00 AM,201512
NM-18445,Nathan Mautz,"Sunday, 8 February 2015","Monday, 23 July 2018",14,6459.344,461.3817143,Feb 2015,Jul 2018,2699,Repeat Buyer,01/02/2015 12:00:00 AM,201502
FA-14230,Frank Atkinson,"Saturday, 19 September 2015","Monday, 24 September 2018",17,2984.054,175.5325882,Sep 2015,Sep 2018,2636,Repeat Buyer,01/09/2015 12:00:00 AM,201509
GK-14620,Grace Kelly,"Thursday, 25 June 2015","Sunday, 9 September 2018",14,6497.27,464.0907143,Jun 2015,Sep 2018,2651,Repeat Buyer,01/06/2015 12:00:00 AM,201506
DJ-13510,Don Jones,"Monday, 17 August 2015","Monday, 12 November 2018",13,2501.688,192.4375385,Aug 2015,Nov 2018,2587,Repeat Buyer,01/08/2015 12:00:00 AM,201508
PO-18850,Patrick O'Brill,"Monday, 2 November 2015","Wednesday, 26 December 2018",22,7473.8282,339.7194636,Nov 2015,Dec 2018,2543,Repeat Buyer,01/11/2015 12:00:00 AM,201511
JL-15850,John Lucas,"Wednesday, 22 July 2015","Tuesday, 25 April 2017",11,2725.256,247.7505455,Jul 2015,Apr 2017,3153,Repeat Buyer,01/07/2015 12:00:00 AM,201507
DB-13615,Doug Bickford,"Wednesday, 30 September 2015","Tuesday, 27 November 2018",11,1989.05,180.8227273,Sep 2015,Nov 2018,2572,Repeat Buyer,01/09/2015 12:00:00 AM,201509
AC-10420,Alyssa Crouse,"Sunday, 12 July 2015","Saturday, 12 May 2018",5,925.8,185.16,Jul 2015,May 2018,2771,Repeat Buyer,01/07/2015 12:00:00 AM,201507
CC-12550,Clay Cheatham,"Friday, 15 June 2018","Monday, 3 December 2018",4,113.832,28.458,Jun 2018,Dec 2018,2566,Repeat Buyer,01/06/2018 12:00:00 AM,201806
TD-20995,Tamara Dahlen,"Tuesday, 19 May 2015","Friday, 23 November 2018",16,1434.548,89.65925,May 2015,Nov 2018,2576,Repeat Buyer,01/05/2015 12:00:00 AM,201505
AB-10060,Adam Bellavance,"Sunday, 18 September 2016","Tuesday, 6 November 2018",18,7755.62,430.8677778,Sep 2016,Nov 2018,2593,Repeat Buyer,01/09/2016 12:00:00 AM,201609
JL-15505,Jeremy Lonsdale,"Saturday, 14 November 2015","Sunday, 11 November 2018",17,3173.874,186.6984706,Nov 2015,Nov 2018,2588,Repeat Buyer,01/11/2015 12:00:00 AM,201511
JD-16060,Julia Dunbar,"Thursday, 24 September 2015","Monday, 5 March 2018",6,695.442,115.907,Sep 2015,Mar 2018,2839,Repeat Buyer,01/09/2015 12:00:00 AM,201509
MK-17905,Michael Kennedy,"Wednesday, 18 November 2015","Sunday, 2 December 2018",17,2302.368,135.4334118,Nov 2015,Dec 2018,2567,Repeat Buyer,01/11/2015 12:00:00 AM,201511
GT-14755,Guy Thornton,"Thursday, 18 February 2016","Monday, 26 November 2018",7,226.436,32.348,Feb 2016,Nov 2018,2573,Repeat Buyer,01/02/2016 12:00:00 AM,201602
AG-10900,Arthur Gainer,"Thursday, 23 July 2015","Tuesday, 25 September 2018",21,4510.797,214.7998571,Jul 2015,Sep 2018,2635,Repeat Buyer,01/07/2015 12:00:00 AM,201507
MM-18280,Muhammed MacIntyre,"Tuesday, 20 January 2015","Saturday, 6 October 2018",12,775.414,64.61783333,Jan 2015,Oct 2018,2624,Repeat Buyer,01/01/2015 12:00:00 AM,201501
AR-10405,Allen Rosenblatt,"Saturday, 3 October 2015","Monday, 27 August 2018",7,2236.128,319.4468571,Oct 2015,Aug 2018,2664,Repeat Buyer,01/10/2015 12:00:00 AM,201510
RA-19915,Russell Applegate,"Tuesday, 30 June 2015","Tuesday, 18 December 2018",22,4793.543,217.8883182,Jun 2015,Dec 2018,2551,Repeat Buyer,01/06/2015 12:00:00 AM,201506
AS-10285,Alejandro Savely,"Sunday, 21 May 2017","Tuesday, 11 December 2018",8,3214.236,401.7795,May 2017,Dec 2018,2558,Repeat Buyer,01/05/2017 12:00:00 AM,201705
LA-16780,Laura Armstrong,"Wednesday, 29 April 2015","Sunday, 29 July 2018",26,8673.222,333.5854615,Apr 2015,Jul 2018,2693,Repeat Buyer,01/04/2015 12:00:00 AM,201504
DO-13435,Denny Ordway,"Saturday, 3 October 2015","Sunday, 19 August 2018",13,1300.0315,100.0024231,Oct 2015,Aug 2018,2672,Repeat Buyer,01/10/2015 12:00:00 AM,201510
DK-13225,Dean Katz,"Saturday, 14 March 2015","Thursday, 20 December 2018",19,4802.394,252.7575789,Mar 2015,Dec 2018,2549,Repeat Buyer,01/03/2015 12:00:00 AM,201503
NG-18430,Nathan Gelder,"Tuesday, 24 November 2015","Monday, 12 November 2018",9,1395.938,155.1042222,Nov 2015,Nov 2018,2587,Repeat Buyer,01/11/2015 12:00:00 AM,201511
MV-18190,Mike Vittorini,"Friday, 30 January 2015","Tuesday, 11 December 2018",11,1734.574,157.6885455,Jan 2015,Dec 2018,2558,Repeat Buyer,01/01/2015 12:00:00 AM,201501
JG-15115,Jack Garza,"Monday, 21 September 2015","Saturday, 3 December 2016",7,2358.676,336.9537143,Sep 2015,Dec 2016,3296,Repeat Buyer,01/09/2015 12:00:00 AM,201509
BP-11095,Bart Pistole,"Sunday, 7 June 2015","Thursday, 13 December 2018",20,2442.044,122.1022,Jun 2015,Dec 2018,2556,Repeat Buyer,01/06/2015 12:00:00 AM,201506
VP-21730,Victor Preis,"Tuesday, 5 July 2016","Friday, 30 November 2018",5,993.902,198.7804,Jul 2016,Nov 2018,2569,Repeat Buyer,01/07/2016 12:00:00 AM,201607
SS-20140,Saphhira Shifley,"Monday, 23 November 2015","Saturday, 15 December 2018",21,1324.028,63.04895238,Nov 2015,Dec 2018,2554,Repeat Buyer,01/11/2015 12:00:00 AM,201511
AG-10675,Anna Gayman,"Saturday, 7 May 2016","Monday, 24 September 2018",15,3489.0396,232.60264,May 2016,Sep 2018,2636,Repeat Buyer,01/05/2016 12:00:00 AM,201605
LF-17185,Luke Foster,"Sunday, 26 July 2015","Saturday, 8 December 2018",16,3930.509,245.6568125,Jul 2015,Dec 2018,2561,Repeat Buyer,01/07/2015 12:00:00 AM,201507
KH-16510,Keith Herrera,"Saturday, 15 August 2015","Saturday, 8 December 2018",20,5229.695,261.48475,Aug 2015,Dec 2018,2561,Repeat Buyer,01/08/2015 12:00:00 AM,201508
KC-16675,Kimberly Carter,"Sunday, 13 December 2015","Saturday, 3 November 2018",7,1146.05,163.7214286,Dec 2015,Nov 2018,2596,Repeat Buyer,01/12/2015 12:00:00 AM,201512
CJ-12010,Caroline Jumper,"Friday, 10 March 2017","Sunday, 24 June 2018",20,11164.974,558.2487,Mar 2017,Jun 2018,2728,Repeat Buyer,01/03/2017 12:00:00 AM,201703
PB-19150,Philip Brown,"Tuesday, 14 July 2015","Monday, 24 September 2018",11,1456.95,132.45,Jul 2015,Sep 2018,2636,Repeat Buyer,01/07/2015 12:00:00 AM,201507
MP-17965,Michael Paige,"Monday, 18 April 2016","Friday, 19 October 2018",20,3983.642,199.1821,Apr 2016,Oct 2018,2611,Repeat Buyer,01/04/2016 12:00:00 AM,201604
NF-18385,Natalie Fritzler,"Wednesday, 11 February 2015","Friday, 12 October 2018",13,8080.474,621.5749231,Feb 2015,Oct 2018,2618,Repeat Buyer,01/02/2015 12:00:00 AM,201502
SD-20485,Shirley Daniels,"Monday, 26 January 2015","Wednesday, 13 June 2018",21,6121.114,291.481619,Jan 2015,Jun 2018,2739,Repeat Buyer,01/01/2015 12:00:00 AM,201501
KH-16630,Ken Heidel,"Sunday, 1 November 2015","Friday, 2 November 2018",17,3918.966,230.5274118,Nov 2015,Nov 2018,2597,Repeat Buyer,01/11/2015 12:00:00 AM,201511
RB-19795,Ross Baird,"Wednesday, 3 June 2015","Wednesday, 28 November 2018",18,5633.316,312.962,Jun 2015,Nov 2018,2571,Repeat Buyer,01/06/2015 12:00:00 AM,201506
MK-18160,Mike Kennedy,"Saturday, 19 December 2015","Friday, 4 May 2018",11,1031.602,93.782,Dec 2015,May 2018,2779,Repeat Buyer,01/12/2015 12:00:00 AM,201512
PO-19180,Philisse Overcash,"Thursday, 11 August 2016","Monday, 23 July 2018",18,4893.043,271.8357222,Aug 2016,Jul 2018,2699,Repeat Buyer,01/08/2016 12:00:00 AM,201608
BB-11545,Brenda Bowman,"Sunday, 5 June 2016","Sunday, 2 December 2018",20,6765.728,338.2864,Jun 2016,Dec 2018,2567,Repeat Buyer,01/06/2016 12:00:00 AM,201606
TB-21595,Troy Blackwell,"Wednesday, 18 February 2015","Tuesday, 20 March 2018",5,1240.871,248.1742,Feb 2015,Mar 2018,2824,Repeat Buyer,01/02/2015 12:00:00 AM,201502
RB-19360,Raymond Buch,"Saturday, 1 April 2017","Tuesday, 25 September 2018",18,15117.339,839.8521667,Apr 2017,Sep 2018,2635,Repeat Buyer,01/04/2017 12:00:00 AM,201704
EB-13705,Ed Braxton,"Wednesday, 8 July 2015","Monday, 12 November 2018",12,3644.978,303.7481667,Jul 2015,Nov 2018,2587,Repeat Buyer,01/07/2015 12:00:00 AM,201507
SC-20095,Sanjit Chand,"Thursday, 12 February 2015","Monday, 15 January 2018",22,14142.334,642.8333636,Feb 2015,Jan 2018,2888,Repeat Buyer,01/02/2015 12:00:00 AM,201502
TN-21040,Tanja Norvell,"Saturday, 10 October 2015","Monday, 1 October 2018",12,3130.221,260.85175,Oct 2015,Oct 2018,2629,Repeat Buyer,01/10/2015 12:00:00 AM,201510
JS-15940,Joni Sundaresam,"Sunday, 3 May 2015","Saturday, 23 September 2017",8,469.169,58.646125,May 2015,Sep 2017,3002,Repeat Buyer,01/05/2015 12:00:00 AM,201505
MH-17785,Maya Herman,"Wednesday, 27 May 2015","Sunday, 23 September 2018",11,2203.778,200.3434545,May 2015,Sep 2018,2637,Repeat Buyer,01/05/2015 12:00:00 AM,201505
JP-15520,Jeremy Pistek,"Saturday, 22 August 2015","Saturday, 22 December 2018",16,3635.594,227.224625,Aug 2015,Dec 2018,2547,Repeat Buyer,01/08/2015 12:00:00 AM,201508
JE-15475,Jeremy Ellison,"Wednesday, 16 March 2016","Wednesday, 20 June 2018",13,1388.682,106.8216923,Mar 2016,Jun 2018,2732,Repeat Buyer,01/03/2016 12:00:00 AM,201603
JG-15805,John Grady,"Sunday, 5 April 2015","Monday, 21 May 2018",9,1507.018,167.4464444,Apr 2015,May 2018,2762,Repeat Buyer,01/04/2015 12:00:00 AM,201504
XP-21865,Xylona Preis,"Tuesday, 20 January 2015","Saturday, 17 November 2018",28,2374.658,84.80921429,Jan 2015,Nov 2018,2582,Repeat Buyer,01/01/2015 12:00:00 AM,201501
EM-14065,Erin Mull,"Wednesday, 22 July 2015","Tuesday, 13 November 2018",6,228.99,38.165,Jul 2015,Nov 2018,2586,Repeat Buyer,01/07/2015 12:00:00 AM,201507
MT-18070,Michelle Tran,"Friday, 25 September 2015","Sunday, 10 June 2018",11,1319.4498,119.9499818,Sep 2015,Jun 2018,2742,Repeat Buyer,01/09/2015 12:00:00 AM,201509
SA-20830,Sue Ann Reed,"Sunday, 22 February 2015","Sunday, 28 October 2018",21,4767.3415,227.0162619,Feb 2015,Oct 2018,2602,Repeat Buyer,01/02/2015 12:00:00 AM,201502
CW-11905,Carl Weiss,"Tuesday, 9 June 2015","Saturday, 8 December 2018",11,1136.592,103.3265455,Jun 2015,Dec 2018,2561,Repeat Buyer,01/06/2015 12:00:00 AM,201506
AJ-10960,Astrea Jones,"Monday, 14 September 2015","Wednesday, 17 October 2018",5,629.248,125.8496,Sep 2015,Oct 2018,2613,Repeat Buyer,01/09/2015 12:00:00 AM,201509
SS-20590,Sonia Sunley,"Wednesday, 5 August 2015","Tuesday, 24 October 2017",9,418.49,46.49888889,Aug 2015,Oct 2017,2971,Repeat Buyer,01/08/2015 12:00:00 AM,201508
RO-19780,Rose O'Brian,"Thursday, 12 May 2016","Sunday, 25 November 2018",12,3815.478,317.9565,May 2016,Nov 2018,2574,Repeat Buyer,01/05/2016 12:00:00 AM,201605
MD-17350,Maribeth Dona,"Thursday, 5 November 2015","Tuesday, 4 September 2018",15,2716.412,181.0941333,Nov 2015,Sep 2018,2656,Repeat Buyer,01/11/2015 12:00:00 AM,201511
MY-17380,Maribeth Yedwab,"Wednesday, 26 October 2016","Saturday, 1 December 2018",13,2254.285,173.4065385,Oct 2016,Dec 2018,2568,Repeat Buyer,01/10/2016 12:00:00 AM,201610
LS-17245,Lynn Smith,"Friday, 16 October 2015","Monday, 26 November 2018",12,1008.136,84.01133333,Oct 2015,Nov 2018,2573,Repeat Buyer,01/10/2015 12:00:00 AM,201510
BN-11515,Bradley Nguyen,"Tuesday, 17 March 2015","Friday, 21 December 2018",17,1459.344,85.84376471,Mar 2015,Dec 2018,2548,Repeat Buyer,01/03/2015 12:00:00 AM,201503
DB-13210,Dean Braden,"Tuesday, 22 March 2016","Friday, 21 December 2018",21,2332.577,111.0750952,Mar 2016,Dec 2018,2548,Repeat Buyer,01/03/2016 12:00:00 AM,201603
MC-17605,Matt Connell,"Thursday, 19 March 2015","Sunday, 9 September 2018",18,2258.192,125.4551111,Mar 2015,Sep 2018,2651,Repeat Buyer,01/03/2015 12:00:00 AM,201503
BD-11605,Brian Dahlen,"Tuesday, 13 January 2015","Monday, 24 September 2018",15,2783.189,185.5459333,Jan 2015,Sep 2018,2636,Repeat Buyer,01/01/2015 12:00:00 AM,201501
PH-18790,Patricia Hirasaki,"Sunday, 21 October 2018","Sunday, 21 October 2018",2,729.648,364.824,Oct 2018,Oct 2018,2609,Repeat Buyer,01/10/2018 12:00:00 AM,201810
MG-18145,Mike Gockenbach,"Sunday, 29 March 2015","Sunday, 7 October 2018",8,3061.543,382.692875,Mar 2015,Oct 2018,2623,Repeat Buyer,01/03/2015 12:00:00 AM,201503
JC-15340,Jasper Cacioppo,"Wednesday, 28 January 2015","Friday, 7 September 2018",4,71.263,17.81575,Jan 2015,Sep 2018,2653,Repeat Buyer,01/01/2015 12:00:00 AM,201501
RL-19615,Rob Lucas,"Saturday, 5 December 2015","Friday, 31 August 2018",24,6234.91,259.7879167,Dec 2015,Aug 2018,2660,Repeat Buyer,01/12/2015 12:00:00 AM,201512
AA-10375,Allen Armold,"Tuesday, 21 April 2015","Tuesday, 11 December 2018",15,1056.39,70.426,Apr 2015,Dec 2018,2558,Repeat Buyer,01/04/2015 12:00:00 AM,201504
EP-13915,Emily Phan,"Monday, 6 July 2015","Tuesday, 18 December 2018",31,5478.0608,176.7116387,Jul 2015,Dec 2018,2551,Repeat Buyer,01/07/2015 12:00:00 AM,201507
DK-12985,Darren Koutras,"Tuesday, 24 November 2015","Sunday, 23 December 2018",8,1687.04,210.88,Nov 2015,Dec 2018,2546,Repeat Buyer,01/11/2015 12:00:00 AM,201511
LM-17065,Liz MacKendrick,"Saturday, 27 June 2015","Monday, 4 December 2017",7,1346.774,192.3962857,Jun 2015,Dec 2017,2930,Repeat Buyer,01/06/2015 12:00:00 AM,201506
AS-10135,Adrian Shami,"Monday, 13 November 2017","Monday, 19 November 2018",3,58.82,19.60666667,Nov 2017,Nov 2018,2580,Repeat Buyer,01/11/2017 12:00:00 AM,201711
BD-11320,Bill Donatelli,"Tuesday, 31 May 2016","Tuesday, 27 November 2018",19,5718.521,300.9747895,May 2016,Nov 2018,2572,Repeat Buyer,01/05/2016 12:00:00 AM,201605
GT-14710,Greg Tran,"Saturday, 23 May 2015","Saturday, 24 November 2018",29,11820.12,407.5903448,May 2015,Nov 2018,2575,Repeat Buyer,01/05/2015 12:00:00 AM,201505
AJ-10945,Ashley Jarboe,"Tuesday, 3 March 2015","Friday, 31 August 2018",9,1829.896,203.3217778,Mar 2015,Aug 2018,2660,Repeat Buyer,01/03/2015 12:00:00 AM,201503
LP-17080,Liz Pelletier,"Wednesday, 24 June 2015","Tuesday, 20 November 2018",9,756.606,84.06733333,Jun 2015,Nov 2018,2579,Repeat Buyer,01/06/2015 12:00:00 AM,201506
CA-12775,Cynthia Arntzen,"Sunday, 28 June 2015","Saturday, 1 September 2018",17,3041.566,178.9156471,Jun 2015,Sep 2018,2659,Repeat Buyer,01/06/2015 12:00:00 AM,201506
JF-15490,Jeremy Farry,"Monday, 19 October 2015","Friday, 31 August 2018",14,890.95,63.63928571,Oct 2015,Aug 2018,2660,Repeat Buyer,01/10/2015 12:00:00 AM,201510
FP-14320,Frank Preis,"Monday, 7 December 2015","Friday, 7 December 2018",14,4046.746,289.0532857,Dec 2015,Dec 2018,2562,Repeat Buyer,01/12/2015 12:00:00 AM,201512
EB-13840,Ellis Ballard,"Saturday, 30 May 2015","Monday, 1 October 2018",7,964.448,137.7782857,May 2015,Oct 2018,2629,Repeat Buyer,01/05/2015 12:00:00 AM,201505
JF-15415,Jennifer Ferguson,"Saturday, 22 August 2015","Friday, 28 December 2018",13,2309.432,177.6486154,Aug 2015,Dec 2018,2541,Repeat Buyer,01/08/2015 12:00:00 AM,201508
